Date,Open,High,Low,Close,Adj Close,Volume,%delivery,Share Delivery,52_Week_High,52_Week_Low,Basic EPS (Rs.),Cash EPS (Rs.),Book Value [ExclRevalReserve]/Share (Rs.),Dividend / Share(Rs.),P/E,P/B (price to book ratio),FII,DII,%Delivery,Delivery_Volume,Traded_Volume
10-04-2023,3220,3272,3215,3263.399902,3230.907227,2203187,0.104775245,2308.394576,3575,3070.25,106.88,117.61,203.66,115,27.74763968,16.02376462,12.46,9.8,26.90%,593.62,2203.19
11-04-2023,3264,3272.949951,3192.149902,3213.800049,3181.80127,2348779,0.11169905,2623.563832,3575,3070.25,106.88,117.61,203.66,115,27.32590808,15.78022218,12.46,9.8,56.60%,1329.66,2348.78
12-04-2023,3227.949951,3260.949951,3199,3241.649902,3209.373779,2417727,0.114977956,2779.853094,3575,3070.25,106.88,117.61,203.66,115,27.56270642,15.91696898,12.46,9.8,47.40%,1146.03,2417.73
13-04-2023,3210,3230,3180,3188.850098,3157.099609,4174070,0.19850299,8285.653748,3575,3070.25,106.88,117.61,203.66,115,27.11376667,15.65771432,12.46,9.8,39.80%,1661.87,4174.07
17-04-2023,3134.100098,3163.399902,3070.25,3139.5,3108.240723,5505048,0.261799272,14412.17559,3575,3070.25,106.88,117.61,203.66,115,26.69415866,15.41539821,12.46,9.8,62.40%,3433.2,5505.05
18-04-2023,3154.949951,3156.850098,3110.600098,3130.75,3099.577881,2617302,0.124468989,3257.729335,3575,3070.25,106.88,117.61,203.66,115,26.61976022,15.37243445,12.46,9.8,70.10%,1835.93,2617.3
19-04-2023,3130.75,3140,3071.5,3089.600098,3058.837891,3298034,0.156842029,5172.703455,3575,3070.25,106.88,117.61,203.66,115,26.26987584,15.17038249,12.46,9.8,41.30%,1360.51,3298.03
20-04-2023,3090,3113,3078,3104.800049,3073.886475,2419999,0.115086004,2785.080147,3575,3070.25,106.88,117.61,203.66,115,26.39911614,15.24501644,12.46,9.8,43%,1039.67,2420
21-04-2023,3110,3164.449951,3100.800049,3160.850098,3129.378662,1929184,0.091744698,1769.924036,3575,3070.25,106.88,117.61,203.66,115,26.87569167,15.52023027,12.46,9.8,59.30%,1143.52,1929.18
24-04-2023,3151.100098,3180.949951,3126.149902,3174.800049,3143.189453,1640676,0.078024348,1280.126756,3575,3070.25,106.88,117.61,203.66,115,26.99430362,15.58872655,12.46,9.8,65.40%,1072.69,1640.68
25-04-2023,3183,3191.199951,3147.5,3176,3144.377686,2024090,0.096258069,1948.349942,3575,3070.25,106.88,117.61,203.66,115,27.00450642,15.59461848,12.46,9.8,66.10%,1337.3,2024.09
26-04-2023,3181,3208.399902,3181,3198.149902,3166.306885,2000029,0.095113818,1902.303952,3575,3070.25,106.88,117.61,203.66,115,27.19283991,15.7033777,12.46,9.8,59.20%,1183.1,2000.03
27-04-2023,3185,3199.199951,3170.649902,3187.949951,3156.208496,2434446,0.115773049,2818.432354,3575,3070.25,106.88,117.61,203.66,115,27.10611301,15.65329447,12.46,9.8,58.20%,1417.95,2434.45
28-04-2023,3200.399902,3227.25,3196.25,3219.25,3187.196777,2931312,0.139402117,4086.310995,3575,3070.25,106.88,117.61,203.66,115,27.37224726,15.80698223,12.46,9.8,65.90%,1931.72,2931.31
02-05-2023,3235,3235,3210,3219.399902,3187.345459,2321159,0.110385547,2562.224066,3575,3070.25,106.88,117.61,203.66,115,27.37352183,15.80771827,12.46,9.8,67.50%,1565.88,2321.16
03-05-2023,3216,3216,3173.149902,3179.899902,3148.238525,2468285,0.117382304,2897.329794,3575,3070.25,106.88,117.61,203.66,115,27.03766603,15.61376757,12.46,9.8,71.40%,1763.17,2468.28
04-05-2023,3180.149902,3224.449951,3178,3220.699951,3188.632568,1953253,0.092889329,1814.3636,3575,3070.25,106.88,117.61,203.66,115,27.38457573,15.81410169,12.46,9.8,44.30%,865.76,1953.25
05-05-2023,3220,3244,3210.050049,3230.699951,3198.532959,1710027,0.08132242,1390.635333,3575,3070.25,106.88,117.61,203.66,115,27.46960251,15.86320314,12.46,9.8,50.80%,868.14,1710.03
08-05-2023,3245,3254.850098,3231.300049,3250.600098,3218.234863,928235,0.044143348,409.7540023,3575,3070.25,106.88,117.61,203.66,115,27.63880705,15.96091573,12.46,9.8,60%,557.33,928.24
09-05-2023,3252.600098,3298,3246,3283.25,3250.55957,1107375,0.052662569,583.1721208,3575,3070.25,106.88,117.61,203.66,115,27.91641867,16.12123146,12.46,9.8,65.50%,725.24,1107.38
10-05-2023,3290,3306.5,3266.050049,3286.800049,3254.074463,1559987,0.074187084,1157.308873,3575,3070.25,106.88,117.61,203.66,115,27.9466036,16.13866272,12.46,9.8,40.90%,638.39,1559.99
11-05-2023,3309,3309.699951,3272,3282.149902,3249.470459,1719623,0.081778769,1406.286523,3575,3070.25,106.88,117.61,203.66,115,27.9070649,16.11582983,12.46,9.8,31.60%,543.76,1719.62
12-05-2023,3279.149902,3290,3260,3274.300049,3241.69873,1027479,0.048863017,502.0572388,3575,3070.25,106.88,117.61,203.66,115,27.84032012,16.07728591,12.46,9.8,59.10%,607.68,1027.48
15-05-2023,3284,3292,3248.350098,3255.050049,3222.640625,1150390,0.0547082,629.3576568,3575,3070.25,106.88,117.61,203.66,115,27.67664356,15.98276563,12.46,9.8,61%,702.15,1150.39
16-05-2023,3256.199951,3285,3250.449951,3258.149902,3225.709473,986306,0.046904985,462.6266794,3575,3070.25,106.88,117.61,203.66,115,27.70300062,15.99798636,12.46,9.8,64.40%,635.42,986.31
17-05-2023,3255.949951,3280,3198.25,3208.699951,3176.751709,1588815,0.075558035,1200.477396,3575,3070.25,106.88,117.61,203.66,115,27.28254359,15.75517996,12.46,9.8,64.60%,1027.07,1588.82
18-05-2023,3225.949951,3228.949951,3195,3199.850098,3167.98999,1369364,0.065121775,891.7541457,3575,3070.25,106.88,117.61,203.66,115,27.20729613,15.7117259,12.46,9.8,56.40%,772.03,1369.36
19-05-2023,3210,3234.5,3203.050049,3222.850098,3190.76123,1152449,0.054806118,631.6125566,3575,3070.25,106.88,117.61,203.66,115,27.40285773,15.82465922,12.46,9.8,58.20%,670.81,1152.45
22-05-2023,3230,3308.449951,3217.050049,3298.699951,3265.855713,1333243,0.063403997,845.3293515,3575,3070.25,106.88,117.61,203.66,115,28.04778464,16.19709295,12.46,9.8,56.20%,749.29,1333.24
23-05-2023,3306,3327.949951,3290.100098,3297.050049,3264.222412,1687418,0.080247221,1354.106053,3575,3070.25,106.88,117.61,203.66,115,28.03375605,16.1889917,12.46,9.8,70.60%,1191.55,1687.42
24-05-2023,3276,3317.199951,3276,3303.350098,3270.459717,1016555,0.048343513,491.4383974,3575,3070.25,106.88,117.61,203.66,115,28.08732334,16.21992585,12.46,9.8,69.60%,707.19,1016.55
25-05-2023,3294,3306,3267.100098,3293.5,3260.70752,1374917,0.065385855,899.0012344,3575,3070.25,106.88,117.61,203.66,115,28.00357112,16.17156044,12.46,9.8,46.70%,642.54,1374.92
26-05-2023,3293.5,3338.649902,3291,3328.899902,3295.754883,1791115,0.085178658,1525.647727,3575,3070.25,106.88,117.61,203.66,115,28.30456511,16.34537907,12.46,9.8,71.20%,1275.66,1791.12
29-05-2023,3360.800049,3372,3312,3320.350098,3287.290283,1210372,0.057560717,696.6987981,3575,3070.25,106.88,117.61,203.66,115,28.23186887,16.3033983,12.46,9.8,58.70%,710.3,1210.37
30-05-2023,3315,3326.949951,3301.350098,3316.199951,3283.181396,1344224,0.063926212,859.3114817,3575,3070.25,106.88,117.61,203.66,115,28.19658151,16.28302048,12.46,9.8,69.10%,928.75,1344.22
31-05-2023,3309,3327.699951,3265.149902,3289.5,3256.747559,5815424,0.276559581,16083.11226,3575,3070.25,106.88,117.61,203.66,115,27.96956041,16.15191987,12.46,9.8,81.20%,4724.41,5815.42
01-06-2023,3314,3340,3297.5,3324,3290.903809,1177314,0.055988603,659.1616639,3575,3070.25,106.88,117.61,203.66,115,28.26290281,16.32131985,12.46,9.8,59.70%,703.11,1177.31
02-06-2023,3326.25,3335.899902,3297.449951,3305.600098,3272.687256,2030661,0.096570561,1961.020711,3575,3070.25,106.88,117.61,203.66,115,28.10645436,16.23097367,12.46,9.8,73.40%,1491.36,2030.66
05-06-2023,3315,3327,3285.050049,3288.899902,3256.15332,1861468,0.088524381,1647.853027,3575,3070.25,106.88,117.61,203.66,115,27.96445797,16.1489733,12.46,9.8,76.50%,1423.82,1861.47
06-06-2023,3280,3288.850098,3220.600098,3232.300049,3200.117188,2022849,0.096199051,1945.961549,3575,3070.25,106.88,117.61,203.66,115,27.48320763,15.87105985,12.46,9.8,59.10%,1196.28,2022.85
07-06-2023,3253,3278.850098,3241,3274.899902,3242.292725,1567196,0.074529917,1168.029882,3575,3070.25,106.88,117.61,203.66,115,27.84542048,16.08023128,12.46,9.8,58%,908.37,1567.2
08-06-2023,3261,3270,3233,3236.449951,3204.225586,1759366,0.083668796,1472.040349,3575,3070.25,106.88,117.61,203.66,115,27.51849291,15.89143647,12.46,9.8,67.70%,1190.5,1759.37
09-06-2023,3245,3250,3205.350098,3209.300049,3177.345947,1775689,0.084445056,1499.481573,3575,3070.25,106.88,117.61,203.66,115,27.28764602,15.75812653,12.46,9.8,72.40%,1286.29,1775.69
12-06-2023,3215,3254.399902,3211,3246.899902,3214.571289,2324605,0.110549426,2569.837485,3575,3070.25,106.88,117.61,203.66,115,27.60734548,15.94274724,12.46,9.8,68.20%,1586.14,2324.61
13-06-2023,3260,3265,3239,3243.699951,3211.40332,1371928,0.065243709,895.0967167,3575,3070.25,106.88,117.61,203.66,115,27.58013733,15.92703502,12.46,9.8,67.50%,925.62,1371.93
14-06-2023,3243.699951,3255.850098,3225.850098,3251.050049,3218.680176,1658544,0.078874083,1308.161368,3575,3070.25,106.88,117.61,203.66,115,27.64263284,15.96312506,12.46,9.8,65.80%,1090.6,1658.54
15-06-2023,3245.300049,3247.449951,3210,3216.300049,3207.958252,2273810,0.108133808,2458.757336,3575,3070.25,106.88,117.61,203.66,115,27.34716477,15.79249754,12.46,9.8,58.90%,1340.14,2273.81
16-06-2023,3197,3199.399902,3156,3174.899902,3166.665283,4156189,0.197652637,8214.81716,3575,3070.25,106.88,117.61,203.66,115,26.99515264,15.58921684,12.46,9.8,69.10%,2870.47,4156.19
19-06-2023,3190,3214.899902,3175,3210.399902,3202.073242,1468186,0.069821376,1025.107666,3575,3070.25,106.88,117.61,203.66,115,27.29699772,15.76352697,12.46,9.8,65.40%,960.75,1468.19
20-06-2023,3214,3232.5,3201.050049,3227.699951,3219.328369,1528452,0.072687399,1110.992005,3575,3070.25,106.88,117.61,203.66,115,27.44409447,15.84847271,12.46,9.8,72.40%,1107.36,1528.45
21-06-2023,3250,3261.399902,3223.949951,3258.199951,3249.749268,1645987,0.078276919,1288.427916,3575,3070.25,106.88,117.61,203.66,115,27.70342616,15.99823211,12.46,9.8,70.50%,1159.78,1645.99
22-06-2023,3260,3267.649902,3230.100098,3238.5,3230.100586,1529603,0.072742136,1112.665899,3575,3070.25,106.88,117.61,203.66,115,27.53592382,15.9015025,12.46,9.8,56.40%,862.06,1529.6
23-06-2023,3237.300049,3249.399902,3209.149902,3216.350098,3208.008057,1119505,0.053239426,596.0180327,3575,3070.25,106.88,117.61,203.66,115,27.34759032,15.79274329,12.46,9.8,64.50%,722.27,1119.51
26-06-2023,3205,3213.899902,3173,3189.649902,3181.377197,1978803,0.09410439,1862.140495,3575,3070.25,106.88,117.61,203.66,115,27.12056715,15.66164147,12.46,9.8,71.70%,1418.81,1978.8
27-06-2023,3202,3209.649902,3182.300049,3197.350098,3189.057373,863542,0.041066793,354.629006,3575,3070.25,106.88,117.61,203.66,115,27.18603943,15.69945054,12.46,9.8,55.80%,482.05,863.54
28-06-2023,3197.350098,3197.350098,3197.350098,3197.350098,3189.057373,0,0,0,3575,3070.25,106.88,117.61,203.66,115,27.18603943,15.69945054,12.46,9.8,65.40%,1031.19,1575.87
30-06-2023,3220,3310,3214.100098,3302.25,3293.685059,2672406,0.127089527,3396.348139,3575,3070.25,106.88,117.61,203.66,115,28.07796956,16.21452421,12.46,9.8,63%,1683.04,2672.41
03-07-2023,3314.300049,3318.800049,3268.75,3272.300049,3263.812988,1687264,0.080239897,1353.858903,3575,3070.25,106.88,117.61,203.66,115,27.82331476,16.06746562,,,,,
04-07-2023,3290,3315,3277.300049,3308.850098,3300.268066,1656681,0.078785486,1305.22417,3575,3070.25,106.88,117.61,203.66,115,28.13408807,16.24693164,,,,,
05-07-2023,3320,3329,3305,3319.949951,3311.339111,1453008,0.069099568,1004.022246,3575,3070.25,106.88,117.61,203.66,115,28.22846655,16.30143352,,,,,
06-07-2023,3306.550049,3328.449951,3302,3322.899902,3314.281494,1848238,0.087895212,1624.512714,3575,3070.25,106.88,117.61,203.66,115,28.25354904,16.31591821,,,,,
07-07-2023,3302,3356.899902,3302,3329.25,3320.615234,1789326,0.08509358,1522.601557,3575,3070.25,106.88,117.61,203.66,115,28.30754188,16.3470981,,,,,
10-07-2023,3324.75,3324.75,3265.199951,3271.949951,3263.463623,1407431,0.066932098,942.0230935,3575,3070.25,106.88,117.61,203.66,115,27.82033799,16.06574659,,,,,
11-07-2023,3295,3295,3260.800049,3272.399902,3263.912598,1110172,0.052795584,586.1217853,3575,3070.25,106.88,117.61,203.66,115,27.82416378,16.06795592,,,,,
12-07-2023,3280.949951,3289.149902,3250.100098,3259.899902,3251.444824,1515240,0.072059086,1091.868099,3575,3070.25,106.88,117.61,203.66,115,27.7178803,16.00657911,,,58.40%,885.37,1515.24
13-07-2023,3284,3367.449951,3272.75,3340.550049,3331.885986,4585146,0.21805221,9998.012203,3575,3070.25,106.88,117.61,203.66,115,28.40362256,16.40258298,,,45%,2061.48,4585.15
14-07-2023,3365,3524.850098,3352,3514.649902,3505.53418,6306101,0.299894324,18911.63899,3575,3070.25,106.88,117.61,203.66,115,29.88393761,17.25743839,,,54.40%,3428.77,6306.1
17-07-2023,3510,3549.899902,3477.050049,3491.699951,3482.643799,2743228,0.130457553,3578.748132,3575,3070.25,106.88,117.61,203.66,115,29.68880156,17.14475082,,,40.50%,1110.81,2743.23
18-07-2023,3476,3524,3465,3496.850098,3487.780518,2600090,0.123650451,3215.023017,3575,3070.25,106.88,117.61,203.66,115,29.7325916,17.17003878,,,59.60%,1550.76,2600.09
19-07-2023,3500,3516.850098,3445.649902,3470.050049,3461.050049,2405370,0.114390304,2751.510058,3575,3070.25,106.88,117.61,203.66,115,29.5047194,17.03844667,,,65%,1563.76,2405.37
20-07-2023,3453.100098,3478.899902,3436.050049,3463.300049,3463.300049,1715404,0.081578129,1399.394496,3575,3070.25,106.88,117.61,203.66,115,29.44732632,17.0053032,,,53.90%,924.75,1715.4
21-07-2023,3404.050049,3434.899902,3359.050049,3368.300049,3368.300049,3770223,0.179297553,6759.917589,3575,3070.25,106.88,117.61,203.66,115,28.63957188,16.53883948,,,62.80%,2365.93,3770.22
24-07-2023,3381,3413.449951,3372.100098,3394.75,3394.75,1680132,0.079900726,1342.437674,3575,3070.25,106.88,117.61,203.66,115,28.86446731,16.66871256,,,67.20%,1129.02,1680.13
25-07-2023,3397.5,3406.800049,3380.199951,3399.149902,3399.149902,1272980,0.060538117,770.6381156,3575,3070.25,106.88,117.61,203.66,115,28.90187826,16.69031672,,,70.80%,900.64,1272.98
26-07-2023,3400.350098,3420.850098,3385,3388.300049,3388.300049,1066803,0.050733118,541.2224228,3575,3070.25,106.88,117.61,203.66,115,28.80962545,16.63704237,,,57.70%,615.59,1066.8
27-07-2023,3394.949951,3411.649902,3385.050049,3396.899902,3396.899902,1701769,0.0809297,1377.236553,3575,3070.25,106.88,117.61,203.66,115,28.88274724,16.67926889,,,73%,1242.88,1701.77
28-07-2023,3385,3393.699951,3331,3355.399902,3355.399902,2599831,0.123638134,3214.382539,3575,3070.25,106.88,117.61,203.66,115,28.52988608,16.4754979,,,72.60%,1887.79,2599.83
31-07-2023,3364.399902,3426.649902,3360.899902,3421.449951,3421.449951,2743678,0.130478954,3579.922347,3575,3070.25,106.88,117.61,203.66,115,29.0914884,16.79981317,,,70.50%,1933.44,2743.68
01-08-2023,3415,3460,3415,3452.050049,3452.050049,1956167,0.093027908,1819.781229,3575,3070.25,106.88,117.61,203.66,115,29.35167119,16.95006407,,,63.70%,1245.51,1956.17
02-08-2023,3434.949951,3446.399902,3413.600098,3440.649902,3440.649902,1914899,0.091065357,1743.80962,3575,3070.25,106.88,117.61,203.66,115,29.25473941,16.89408771,,,73%,1398.13,1914.9
03-08-2023,3420,3433.25,3368,3399.949951,3399.949951,2026351,0.096365593,1952.705163,3575,3070.25,106.88,117.61,203.66,115,28.90868082,16.69424507,,,61.80%,1253.21,2026.35
04-08-2023,3401.25,3471,3401.25,3443.550049,3443.550049,2248493,0.106929827,2404.309676,3575,3070.25,106.88,117.61,203.66,115,29.27939843,16.90832784,,,63.80%,1434.56,2248.49
07-08-2023,3453.949951,3488,3441.25,3484.050049,3484.050049,1853889,0.088163953,1634.461818,3575,3070.25,106.88,117.61,203.66,115,29.6237569,17.10718869,,,69.50%,1289.09,1853.89
08-08-2023,3484.050049,3489.949951,3456.600098,3470.600098,3470.600098,1634225,0.077717563,1270.079845,3575,3070.25,106.88,117.61,203.66,115,29.50939629,17.04114749,,,77.80%,1271.63,1634.22
09-08-2023,3464.899902,3467,3425.050049,3462.5,3462.5,1794589,0.085343869,1531.57168,3575,3070.25,106.88,117.61,203.66,115,29.44052376,17.00137484,,,72.70%,1305.25,1794.59
10-08-2023,3450,3464.899902,3430.050049,3442.100098,3442.100098,1096701,0.052154954,571.9838984,3575,3070.25,106.88,117.61,203.66,115,29.26706996,16.90120838,,,55.80%,612.49,1096.7
11-08-2023,3438.100098,3466.649902,3414,3448.800049,3448.800049,1679974,0.079893213,1342.185199,3575,3070.25,106.88,117.61,203.66,115,29.32403749,16.9341061,,,62.60%,1051.85,1679.97
14-08-2023,3440.699951,3455,3411,3449.850098,3449.850098,1190425,0.056612113,673.9247438,3575,3070.25,106.88,117.61,203.66,115,29.33296571,16.93926199,,,58.60%,697.76,1190.42
